"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abadam",0.870447761601158,91410,0.779347286078803,81794,0.933528321044659,98076
"Abaji",0.428266169962371,13103,0.397484254988828,12142,0.45953556583047,14081
"Abak",0.200377105354522,61,0.154725946465594,47,0.252153496019207,77
"Abakaliki",0.322047984690602,1230,0.291482186506826,1113,0.353772763133303,1352
"Abeokuta North",0.649438689443739,2376,0.588940780568526,2156,0.705767884959398,2583
"Abeokuta South",0.625543122831095,321,0.56877378819424,291,0.679905047401291,348
"Abi",0.281121443666144,244,0.246393966294456,215,0.317754313358568,275
"Aboh-Mbaise",0.234947698971989,72,0.193955044186953,59,0.27967311112085,86
"Abua/Odual",0.4162928122563,33,0.104727519732064,11,0.697282340529732,61
"Abuja",0.336397857273556,19391,0.303151129644449,17433,0.370969892398833,21429
"Adavi",0.54124175883283,6475,0.506279700077658,6049,0.575985546772675,6899
"Ado",0.363141170905126,1682,0.338278607925634,1570,0.38859272029433,1797
"Ado Odo/Ota",0.844588025105059,2374,0.781007130983804,2192,0.89546059513875,2521
"Ado-Ekiti",0.421071653208958,119,0.388808583078532,110,0.453854776617907,129
"Afijio",0.299327716878147,1500,0.269955544634956,1348,0.329999331434166,1660
"Afikpo North",0.270214843961363,218,0.245147377843186,198,0.296414503973328,239
"Afikpo South",0.271904628937398,137,0.246908058868061,125,0.298090804232235,149
"Agaie",0.370792589137529,17697,0.341086035899437,16257,0.401019456327674,19165
"Agatu",0.514607040907932,4987,0.477085923904292,4608,0.551447030866907,5358
"Aguata",0.291334818338808,147,0.26585061972984,135,0.31782673754344,161
"Agwara",0.166768800149332,5955,0.130733210315812,4795,0.20731894157565,7262
"Ahiazu-Mbaise",0.24625066799403,45,0.220855525957486,40,0.273000716343236,50
"Ahoada East",0.286351607438498,11,0.118556430216164,5,0.514857679659583,20
"Ahoada West",0.311632545624115,22,0.119419116449419,8,0.567928742266313,40
"Aiyedade",0.460229857686705,1471,0.428835118022232,1367,0.491866048436123,1576
"Ajaokuta",0.607598877589188,10251,0.56840565946403,9588,0.644887531823527,10880
"Ajingi",0.207233391571594,4198,0.181134703688266,3669,0.235296829425368,4768
"Akamkpa",0.200742452534723,130,0.170785165259253,111,0.233387903561897,151
"Akinyele",0.363533862584428,1331,0.334784361156444,1225,0.393040743486555,1439
"Akko",0.284436100643044,31224,0.260901806444608,28604,0.308888083926685,33948
"Akoko North-East",0.462034337280638,404,0.424210069330816,371,0.500196203323501,439
"Akoko North-West",0.428766393231602,208,0.388920212524493,189,0.469274284404759,228
"Akoko South-East",0.418438134304742,70,0.372990590852833,62,0.465084104244445,79
"Akoko South-West",0.444518447752074,162,0.408177319358426,149,0.481339921280334,176
"Akoko-Edo",0.489880456486111,2409,0.451143952593537,2223,0.528804977488387,2596
"Akpabuyo",0.25360076529435,53,0.117694164210838,33,0.317830515936873,64
"Akuku-Toru",0.825320840522579,0,0.00942502233697606,0,0.982744956099445,0
"Akure North",0.458025767685419,154,0.425338090459586,143,0.490993585314084,165
"Akure South",0.452065731001182,103,0.419930125812163,96,0.484497746507784,111
"Akwanga",0.470973957314618,7080,0.446734393679487,6715,0.495302342488988,7446
"Albasu",0.195275776793465,1832,0.173329010473762,1626,0.218724452575254,2052
"Aleiro",0.0847431101506054,787,0.0587375285882342,546,0.117518757224468,1092
"Alimosho",0.718393934666707,168,0.624243490897528,152,0.800795504638322,182
"Alkaleri",0.404973088787006,47177,0.380258575379568,44298,0.430011956468959,50108
"Amuwo Odofin",0.820378491480019,201,0.744726033287853,183,0.881325208246699,216
"Anambra East",0.398499932494938,683,0.360581704844062,622,0.43716388205851,746
"Anambra West",0.437143224365163,1571,0.403916399218755,1456,0.470434109575741,1686
