"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abadam",0.976422876621754,102594,0.95296007501522,100088,0.990023643508234,104047
"Abaji",0.306014080908928,9406,0.277863180448495,8532,0.335305291858879,10316
"Abak",0.226848689332526,69,0.172436047918227,52,0.289287225501708,88
"Abakaliki",0.370647042158839,1430,0.337949408398307,1304,0.40423875758529,1559
"Abeokuta North",0.688816240244624,2525,0.629367810141147,2310,0.743464977322507,2724
"Abeokuta South",0.533406182239116,273,0.479881747417079,246,0.586394483530187,300
"Abi",0.290881202995339,248,0.256624072260549,220,0.327011810138859,278
"Aboh-Mbaise",0.314460218022875,96,0.260088276986557,80,0.372970860854101,114
"Abua/Odual",0.469414162693029,52,0.194566842334059,22,0.779871186083253,86
"Abuja",0.319166306536121,18216,0.287428740975592,16363,0.352199111588292,20147
"Adavi",0.497974994946486,5957,0.461545171680586,5515,0.534445603507248,6401
"Ado",0.353405966891075,1651,0.329268131990394,1542,0.378177470473838,1763
"Ado Odo/Ota",0.85018128764481,2389,0.787831936824681,2210,0.89976453646043,2532
"Ado-Ekiti",0.484181842696868,134,0.450146076735339,125,0.518319349472666,144
"Afijio",0.355815068951204,1833,0.323046593244483,1660,0.389652443828841,2012
"Afikpo North",0.293092457591361,239,0.26416263487696,216,0.323295649209519,264
"Afikpo South",0.265514864112734,136,0.240329982081419,124,0.291971994537734,148
"Agaie",0.296929318375671,14153,0.269783682177246,12843,0.325147741953657,15516
"Agatu",0.462115356938777,4522,0.424014351842121,4134,0.500279519680997,4908
"Aguata",0.328359654378763,166,0.30099024177075,152,0.356588766788955,180
"Agwara",0.150513072701144,5571,0.116672268454778,4426,0.190157305531696,6895
"Ahiazu-Mbaise",0.300083459800123,55,0.270878597854617,49,0.330521040780211,60
"Ahoada East",0.392199548712945,16,0.16012918727056,6,0.671886620888995,27
"Ahoada West",0.420418957884419,30,0.160719769877172,11,0.720210684515642,51
"Aiyedade",0.408771336354963,1313,0.377377963109262,1211,0.440742010240478,1418
"Ajaokuta",0.504713607202294,8515,0.4615349265532,7784,0.547630215738068,9242
"Ajingi",0.257684280015786,5215,0.228595251912236,4624,0.288468686427889,5841
"Akamkpa",0.175138940268954,113,0.148172699145418,96,0.204769423989062,132
"Akinyele",0.362697768269925,1264,0.335031930254051,1165,0.391135020874928,1366
"Akko",0.255859314911173,27786,0.23135327306037,25072,0.281604200162845,30641
"Akoko North-East",0.516427708812165,457,0.479980391227786,425,0.552727576358173,489
"Akoko North-West",0.499028977684311,244,0.460444574998873,226,0.537597588030162,263
"Akoko South-East",0.455374299126982,79,0.409633828785983,71,0.501681434544869,87
"Akoko South-West",0.470317197601749,173,0.434186620712402,160,0.506719672173164,186
"Akoko-Edo",0.491406236040106,2411,0.453414669351693,2229,0.529560970495768,2594
"Akpabuyo",0.275885401138536,54,0.209113921213103,43,0.357678780892303,66
"Akuku-Toru",0.885504645250585,79,0.698459644846793,62,0.977521897448634,86
"Akure North",0.485691400174997,163,0.451475490679641,151,0.519953773164123,174
"Akure South",0.456975530333526,110,0.42427620315283,102,0.48992995597504,118
"Akwanga",0.472687981114023,7080,0.446496093026206,6686,0.498980660994849,7475
"Albasu",0.287506813731868,2709,0.260421220266712,2454,0.315775578400317,2975
"Aleiro",0.0808972606623859,753,0.0542839741706869,505,0.11514434570859,1072
"Alimosho",0.730448208816617,172,0.641112354651842,156,0.808220185672908,185
"Alkaleri",0.384995710131737,39981,0.357326649795937,36926,0.413118883801527,43132
"Amuwo Odofin",0.826939610263618,203,0.750286822932133,184,0.887881521213348,218
"Anambra East",0.39361505213317,683,0.354932063839611,620,0.433330407624511,748
"Anambra West",0.496741553922907,1811,0.45721432414685,1671,0.535454398572084,1947
"Anaocha",0.381211412058568,168,0.349380512478056,154,0.413784897244964,183
"Andoni",0.586881355136413,25,0.369051178170927,17,0.789669947892273,31
"Aninri",0.343194089399031,452,0.315536119456658,416,0.37161524832395,489
"Aniocha North",0.427093935184731,340,0.396278005126616,316,0.458144216685737,364
"Aniocha South",0.382771898609128,642,0.349913678361076,588,0.416523925044999,696
"Anka",0.114996067272307,8355,0.084988340729012,6168,0.15123993857675,11000
"Ankpa",0.351325517270834,4589,0.321800600311602,4206,0.381784449598152,4984
"Apa",0.439925143844478,2470,0.412212172983539,2314,0.467987325208433,2628
"Ardo-Kola",0.152851648570772,8616,0.134173824920918,7594,0.173110525462984,9720
"Arewa Dandi",0.06711577304879,12692,0.0384136571490228,7270,0.107789578946341,20377
"Argungu",0.0608856468088224,2663,0.0387606108127544,1694,0.0904611011216652,3958
"Arochukwu",0.198418238268934,79,0.17305894348315,69,0.225732047555021,90
"Asa",0.324153302961232,7640,0.299792823361369,7066,0.349261869480922,8233
"Asari-Toru",0.86455063908588,28,0.634803568586349,21,0.972094869203505,32
"Askira/Uba",0.50097486325731,31800,0.426953525484428,26863,0.572794559309763,36587
"Atakumosa East",0.377039554439228,397,0.346507136023925,365,0.408301806517002,430
