"state","mean_value","cattle_mean","lower_value","cattle_lower","upper_value","cattle_upper"
"Abadam",0.947874503342457,11846,0.895783484390613,11487,0.978554575546131,12048
"Abaji",0.331627410125525,10204,0.308209579363499,9489,0.355706488138059,10940
"Abak",0.164207804101498,50,0.119881916526314,36,0.215891189938015,66
"Abakaliki",0.350761758746327,1357,0.319989744927951,1238,0.382478367845871,1479
"Abeokuta North",0.662428895361925,2413,0.60631288487374,2206,0.715081521523131,2607
"Abeokuta South",0.573493594842783,294,0.514212092857394,263,0.631262403248202,323
"Abi",0.31872285737618,272,0.285129605227045,244,0.352869104956783,302
"Aboh-Mbaise",0.234605159967164,72,0.187426014329781,57,0.285851340462709,88
"Abua/Odual",0.29292295660673,33,0.0889493106831997,10,0.600183738520658,67
"Abuja",0.275065559501293,15701,0.249103918053377,14192,0.302340182001468,17288
"Adavi",0.463706168541751,5516,0.430104402519095,5113,0.497483093157,5923
"Ado",0.328036429523509,1548,0.304352758646519,1440,0.352461479647317,1659
"Ado Odo/Ota",0.84250587743272,2364,0.778692989493519,2181,0.893647831897709,2511
"Ado-Ekiti",0.385717089618324,108,0.353918908480502,99,0.41820911720963,118
"Afijio",0.267504335414882,1398,0.240121150479395,1253,0.296304065746,1552
"Afikpo North",0.286401871255577,235,0.258806702755726,212,0.315214369231857,259
"Afikpo South",0.248003587539108,131,0.223962123265186,120,0.273355329653472,143
"Agaie",0.333342623687015,15928,0.309520178030418,14774,0.357456267344027,17097
"Agatu",0.470701634401325,4730,0.435769377471959,4383,0.504941335069361,5065
"Aguata",0.24423224494581,124,0.221180466621544,112,0.268423290901716,136
"Agwara",0.197367534726606,5403,0.158928138729703,4326,0.237735222631767,6625
"Ahiazu-Mbaise",0.224214550092677,41,0.199719813722541,36,0.250146747700843,46
"Ahoada East",0.23583534134525,9,0.0743855350225661,3,0.4848450269319,19
"Ahoada West",0.227178766770816,16,0.0606402837034727,4,0.499466743319354,35
"Aiyedade",0.306167811189582,974,0.278086056626684,883,0.335368247920862,1068
"Ajaokuta",0.514126047965457,8675,0.476657994518234,8042,0.550366701023987,9287
"Ajingi",0.227312254444175,0,0.199482382442791,0,0.257046425768496,0
"Akamkpa",0.156301057971937,103,0.131474865781748,87,0.183766029574129,121
"Akinyele",0.259335339649648,925,0.237777704252206,851,0.281864178440452,1003
"Akko",0.282944921409525,11549,0.256704753529166,10571,0.310364322509774,12565
"Akoko North-East",0.413869961502369,369,0.383525968265939,342,0.44469456182373,396
"Akoko North-West",0.39586159266689,196,0.363645001048831,180,0.428679064962759,212
"Akoko South-East",0.336910858927848,57,0.303497960202804,51,0.371610713051622,63
"Akoko South-West",0.358925668019186,131,0.32973146519965,120,0.388956014804113,142
"Akoko-Edo",0.404325033624766,1994,0.373350278563183,1843,0.43592549253352,2149
"Akpabuyo",0.281024966856183,52,0.205385665594713,42,0.346302642902371,63
"Akuku-Toru",0.757280922353912,67,0.416461834598816,37,0.942340379113892,83
"Akure North",0.378798737485107,126,0.347957894554613,115,0.410297291846001,136
"Akure South",0.336225844924532,81,0.307364641773927,74,0.366018647394574,88
"Akwanga",0.449323705945414,6739,0.422919057013332,6342,0.475942400193544,7139
"Albasu",0.227368629843081,0,0.204746827547136,0,0.251234636825467,0
"Aleiro",0.0700631551859828,0,0.0464773128051682,0,0.100751840298867,0
"Alimosho",0.762360851712486,164,0.681317023953871,146,0.831366190979697,179
"Alkaleri",0.401481061626503,39835,0.372948641564436,36908,0.430432000705296,42841
"Amuwo Odofin",0.778802180088841,191,0.689520883385402,169,0.852202601834538,209
"Anambra East",0.439382877042364,739,0.401080712805346,676,0.476913864810743,801
